pm2_5,pm10,no2,o3,aqi_us,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,date,hour,day_of_week,month,aqi_lag_1h,aqi_lag_24h,aqi_change_1h,aqi_change_24h,aqi_t_plus_24h,aqi_t_plus_48h,aqi_t_plus_72h
22.6,65.4,3.4,106.0,53,2026-05-16 12:00:00,33.0,57,14.2,0.0,2026-05-16,12,5,5,52.0,50.0,1.0,3.0,73.0,74.0,69.0
23.0,67.5,3.2,105.0,54,2026-05-16 13:00:00,33.3,55,13.4,0.0,2026-05-16,13,5,5,53.0,51.0,1.0,3.0,73.0,74.0,68.0
23.5,70.5,3.5,102.0,55,2026-05-16 14:00:00,33.2,55,13.9,0.0,2026-05-16,14,5,5,54.0,51.0,1.0,4.0,74.0,74.0,68.0
24.0,73.8,4.1,96.0,55,2026-05-16 15:00:00,32.6,57,14.3,0.0,2026-05-16,15,5,5,55.0,51.0,0.0,4.0,74.0,74.0,68.0
24.7,77.5,5.3,87.0,56,2026-05-16 16:00:00,31.8,61,14.4,0.0,2026-05-16,16,5,5,55.0,51.0,1.0,5.0,74.0,74.0,68.0
27.0,86.6,8.0,86.0,57,2026-05-16 17:00:00,31.2,63,13.1,0.0,2026-05-16,17,5,5,56.0,51.0,1.0,6.0,74.0,74.0,68.0
27.1,87.3,11.1,74.0,59,2026-05-16 18:00:00,30.0,69,12.6,0.0,2026-05-16,18,5,5,57.0,51.0,2.0,8.0,73.0,74.0,68.0
26.5,82.7,15.3,57.0,60,2026-05-16 19:00:00,28.9,76,11.5,0.0,2026-05-16,19,5,5,59.0,50.0,1.0,10.0,73.0,74.0,68.0
25.0,75.7,19.0,44.0,61,2026-05-16 20:00:00,28.5,80,10.4,0.0,2026-05-16,20,5,5,60.0,50.0,1.0,11.0,73.0,73.0,67.0
23.2,66.6,21.9,37.0,62,2026-05-16 21:00:00,28.2,83,9.3,0.0,2026-05-16,21,5,5,61.0,50.0,1.0,12.0,73.0,73.0,67.0
22.9,61.2,24.1,32.0,63,2026-05-16 22:00:00,28.0,84,9.9,0.0,2026-05-16,22,5,5,62.0,50.0,1.0,13.0,73.0,73.0,67.0
22.5,59.5,24.3,31.0,64,2026-05-16 23:00:00,28.1,85,11.2,0.0,2026-05-16,23,5,5,63.0,50.0,1.0,14.0,73.0,72.0,67.0
